Date,Close,High,Low,Open,Volume
8/17/2015,61.54525375,61.60551977,61.51512649,61.57538676,821900
8/18/2015,61.43228149,61.51514585,61.40967742,61.46994345,1083900
8/19/2015,61.65076828,61.67337236,61.33438007,61.3720478,1356600
8/20/2015,61.70348358,61.74868024,61.65074648,61.67335056,1536900
8/21/2015,61.80139542,61.83905737,61.67333442,61.74866408,3459200
8/24/2015,61.78630829,62.09516727,61.71851334,61.99723932,4751800
8/25/2015,61.5829277,61.71098868,61.46993036,61.71098868,5325500
8/26/2015,61.31927872,61.5754007,61.28161101,61.42474139,2742500
8/27/2015,61.40213013,61.48499446,61.2815981,61.29666748,2671000
8/28/2015,61.43228149,61.57540613,61.40214848,61.53774417,2723900
8/31/2015,61.34941864,61.54527462,61.34188395,61.53021099,3103700
9/1/2015,61.49885178,61.5516921,61.40071564,61.43846119,2577700
9/2/2015,61.45357895,61.52151405,61.39318835,61.43847842,1934700
9/3/2015,61.49885178,61.57433712,61.44601146,61.53659157,2503000
9/4/2015,61.64984512,61.67249016,61.50642464,61.60455505,1213800
9/8/2015,61.49885178,61.53659157,61.45356172,61.53659157,1194600
9/9/2015,61.48377228,61.57435818,61.29505597,61.3101565,4265400
9/10/2015,61.35546875,61.46869973,61.35546875,61.46869973,1889000
9/11/2015,61.48377228,61.54416288,61.46112724,61.51396758,1411500
9/14/2015,61.49885178,61.56678686,61.47620675,61.55924236,905900
9/15/2015,61.24225998,61.44607697,61.1894196,61.4385267,1697300
9/16/2015,61.20450974,61.24979983,61.1441191,61.19695947,1579000
9/17/2015,61.55173492,61.55173492,61.15920163,61.17430217,1833200
9/18/2015,61.7253418,61.73289206,61.58946579,61.6196611,1639800
9/21/2015,61.49885178,61.64982247,61.45356172,61.61208268,933800
9/22/2015,61.61207962,61.73285502,61.58188433,61.5969791,1444000
9/23/2015,61.61207962,61.67246444,61.5592393,61.64227491,709000
9/24/2015,61.63477325,61.79329433,61.61967272,61.77819379,1454400
9/25/2015,61.52153778,61.61966822,61.52153778,61.59702318,1134000
9/28/2015,61.68003464,61.72532471,61.55170894,61.61964404,1305000
9/29/2015,61.7253418,61.80837745,61.67250145,61.68760198,1256600
9/30/2015,61.84610748,61.85365775,61.71023151,61.74042681,4432000
10/1/2015,61.8794136,61.9928717,61.87185396,61.93992536,2023700
10/2/2015,62.11389923,62.28029791,62.0231316,62.15171475,1770400
10/5/2015,61.87182236,62.03822094,61.87182236,62.03822094,4199900
10/6/2015,61.95503235,62.01553831,61.87183016,61.94746694,1925300
10/7/2015,61.95503235,62.00041326,61.87183016,61.92477648,1871000
10/8/2015,61.85669708,62.00041099,61.82644122,61.96258972,1118100
10/9/2015,61.84910202,61.90204831,61.78103069,61.78103069,1197400
10/12/2015,61.95503235,62.00041326,61.87183016,61.90208026,864100
10/13/2015,61.99287033,62.02312621,61.91723353,61.97774528,971700
10/14/2015,62.21977615,62.21977615,62.05337175,62.08362762,786300
10/15/2015,62.09870911,62.18947666,62.06845326,62.13653036,2264300
10/16/2015,62.0760498,62.13656153,62.05335935,62.0684844,1241200
10/19/2015,62.0760498,62.11387108,62.00797844,62.08361521,840100
10/20/2015,61.97773743,62.0079933,61.94748155,61.97773743,1348200
10/21/2015,62.09116745,62.15924458,62.04578654,62.09116745,943500
10/22/2015,62.19705963,62.24244053,62.09116124,62.09116124,1101300
10/23/2015,62.03820038,62.08358704,62.02307534,62.08358704,1367100
10/26/2015,62.10632324,62.17439463,62.10632324,62.1290137,1512200
10/27/2015,62.1214447,62.23490278,62.1214447,62.21977773,929400
10/28/2015,61.94747543,62.15926075,61.93991002,62.15926075,2617300
10/29/2015,61.72812653,61.87184047,61.69787066,61.87184047,943200
10/30/2015,61.8642807,61.8642807,61.71300134,61.72813216,1474100
11/2/2015,61.74222946,61.80286648,61.70433566,61.7270731,2939200
11/3/2015,61.63615799,61.72711358,61.59068309,61.69679505,3997100
11/4/2015,61.67402649,61.72708244,61.56791458,61.68918285,3594400
11/5/2015,61.56032181,61.67401477,61.47694736,61.65885262,1715400
11/6/2015,61.31781006,61.40875984,61.26475409,61.3784471,1198700
11/9/2015,61.26475525,61.34054867,61.2041182,61.21927457,2358300
11/10/2015,61.33293152,61.42388704,61.27229451,61.34051259,1421000
11/11/2015,61.34053802,61.37085654,61.29506314,61.34053802,1303500
11/12/2015,61.34811401,61.43906378,61.34811401,61.42390741,1263900
11/13/2015,61.46176147,61.48450468,61.40113027,61.40113027,1583300
11/16/2015,61.46176147,61.54513589,61.43144876,61.48450468,949100
11/17/2015,61.53001404,61.57548892,61.36326511,61.41632106,1155900
11/18/2015,61.49969482,61.53759441,61.44663887,61.49211375,944100
11/19/2015,61.58304596,61.62094553,61.5678896,61.60578339,1085500
11/20/2015,61.56793594,61.63614829,61.54519271,61.63614829,1273800
11/23/2015,61.59063721,61.628531,61.50726276,61.55273763,1647300
11/24/2015,61.61340332,61.65887821,61.5830848,61.61340332,1361900
11/25/2015,61.62098312,61.66645801,61.5982399,61.64372057,904600
11/27/2015,61.65128708,61.68918667,61.62854964,61.6740303,516000
11/30/2015,61.62098312,61.68161438,61.5906646,61.64372057,6285200
12/1/2015,61.85412216,61.86171304,61.62626822,61.64905246,1780200
12/2/2015,61.7782135,61.83138448,61.732645,61.8237878,1413700
12/3/2015,61.29971695,61.63390138,61.2769327,61.63390138,2510600
12/4/2015,61.54272842,61.5503251,61.36044873,61.42121056,3815200
12/7/2015,61.64905167,61.7401944,61.55031805,61.56550561,1543300
12/8/2015,61.66424561,61.72500163,61.60348378,61.70981408,1687300
12/9/2015,61.64151382,61.71746327,61.49720582,61.6035362,2076900
12/10/2015,61.63389587,61.68706105,61.61870251,61.68706105,2004100
12/11/2015,61.80098724,61.83895906,61.72503203,61.80098724,1994400
12/14/2015,61.5123558,61.71742556,61.50476492,61.67185128,2974600
12/15/2015,61.44398499,61.48955345,61.38322317,61.42879163,1806300
12/16/2015,61.37565613,61.51996407,61.28451915,61.42123041,2332700
12/17/2015,61.50475693,61.53513205,61.43639842,61.45918266,2290500
12/18/2015,61.64151382,61.64910471,61.53517765,61.58834284,3211500
12/21/2015,61.57311249,61.69463615,61.55032825,61.66425524,3158300
12/22/2015,61.48956299,61.55032482,61.47437543,61.54272814,2348600
12/23/2015,61.49720001,61.49720001,61.38294841,61.40580338,2538600
12/24/2015,61.54288101,61.56573016,61.46670943,61.50479522,1361700
12/28/2015,61.54288101,61.60381014,61.47432775,61.47432775,1580600
12/29/2015,61.35245514,61.48955582,61.32198767,61.48955582,2586600
12/30/2015,61.39056015,61.42864595,61.29154521,61.33724352,2367200
12/31/2015,61.51240921,61.55048919,61.42100681,61.48956006,2419700
1/4/2016,61.48197174,61.64192166,61.46673509,61.53528838,2750500
1/5/2016,61.55813217,61.61906713,61.46672973,61.51243386,1513600
1/6/2016,61.83233643,61.83233643,61.68000483,61.71808483,2391100
1/7/2016,61.83991241,61.84752492,61.67234429,61.78659581,2792900
1/8/2016,61.91609955,61.9389487,61.77138052,61.80184799,1405100
1/11/2016,61.65715027,61.81710599,61.65715027,61.77902019,2146900
1/12/2016,61.81711197,61.94659442,61.69524203,61.756177,1645300
1/13/2016,61.96944046,62.03798794,61.81710886,61.84757053,2887800
1/14/2016,61.89325714,62.05320702,61.86278967,61.95418628,4545800
1/15/2016,61.99989319,62.0912898,61.96942571,62.07605897,1773900
1/19/2016,61.92373657,61.99990236,61.87041994,61.99990236,3856700
1/20/2016,61.99228668,62.15985492,61.92373921,62.09891996,7796900
1/21/2016,61.95420074,62.12176898,61.94658823,62.09891982,3062600
1/22/2016,61.93132019,61.94655683,61.84753611,61.93893851,3004100
1/25/2016,61.93132019,62.02272259,61.92370768,61.99987344,2164700
1/26/2016,62.02270126,62.05316872,61.93891722,62.00747044,2659100
1/27/2016,62.02270126,62.07601786,61.88560062,61.96176635,1734400
1/28/2016,62.06843948,62.09890696,61.97704287,62.00751035,1487600
1/29/2016,62.25126648,62.30458313,62.19033151,62.27411564,3634300
2/1/2016,62.12454605,62.30773512,62.07875024,62.22377225,2255300
2/2/2016,62.33824921,62.37641625,62.26955551,62.33824921,2554600
2/3/2016,62.38407898,62.53673559,62.25431445,62.33064858,3238200
2/4/2016,62.42987442,62.48330482,62.35354611,62.39170736,1179000
2/5/2016,62.36878204,62.43748156,62.2848192,62.36114747,2360200
2/8/2016,62.635952,62.69701696,62.47566083,62.52909122,2519500
2/9/2016,62.62833405,62.75809275,62.56726907,62.75045817,2354500
2/10/2016,62.75806046,62.76569503,62.52906983,62.66646304,2553900
2/11/2016,62.79621506,63.03284023,62.75805384,62.9717753,1887700
2/12/2016,62.5901413,62.74279785,62.50617845,62.7122712,1474600
2/16/2016,62.49853134,62.53669838,62.43747223,62.50616591,1488800
2/17/2016,62.48329926,62.49856259,62.33064266,62.44513219,2158200
2/18/2016,62.69700623,62.7046408,62.48328471,62.48328471,1819100
2/19/2016,62.61304855,62.70464599,62.59015065,62.63594646,1862600
2/22/2016,62.62833405,62.65886071,62.56726907,62.62833405,1596900
2/23/2016,62.66648865,62.76572068,62.51383205,62.54436453,2243700
2/24/2016,62.71226501,62.96414772,62.67409797,62.77332414,2434300
2/25/2016,62.80386734,62.8878302,62.76570611,62.77333486,2407600
2/26/2016,62.74277878,62.75041335,62.61302017,62.68171967,1628400
2/29/2016,62.78096771,62.83439809,62.68937028,62.68937028,1827800
3/1/2016,62.57060623,62.84594491,62.5094244,62.84594491,2546300
3/2/2016,62.53240585,62.57064379,62.44827422,62.52475593,2137300
3/3/2016,62.56300735,62.67008294,62.51711365,62.54770751,2750500
3/4/2016,62.53240585,62.61653749,62.44827422,62.60123765,1147700
3/7/2016,62.51708221,62.54767606,62.46354445,62.49413829,1303200
3/8/2016,62.72360992,62.81538564,62.71596,62.76949778,1713100
3/9/2016,62.616539,62.71596465,62.59358923,62.63183301,2010000
3/10/2016,62.58590317,62.73121658,62.53236542,62.68532875,1785600
3/11/2016,62.50180435,62.63947376,62.50180435,62.63947376,1422300
3/14/2016,62.63946915,62.69300692,62.56298745,62.58593137,1534200
3/15/2016,62.57830429,62.72362366,62.55536036,62.70067972,1870200
3/16/2016,62.82301331,62.82301331,62.49413681,62.53238057,1402900
3/17/2016,62.9607048,62.97599881,62.85362924,62.87657317,1571000
3/18/2016,63.01423264,63.06777041,62.96069486,63.01423264,1219400
3/21/2016,62.89950562,62.9453993,62.87656169,62.9453993,1613600
3/22/2016,62.88421249,63.03717589,62.86126857,63.01423196,2150200
3/23/2016,63.02188873,63.02953865,62.89186925,62.92245726,1234500
3/24/2016,62.94535828,63.11361557,62.87652071,63.11361557,1752300
3/28/2016,62.97601318,63.05250075,62.93012531,62.93777524,2369600
3/29/2016,63.23602295,63.28191079,63.0371659,63.06010982,1841800
3/30/2016,63.21310806,63.28193986,63.12897642,63.19780822,1624300
3/31/2016,63.33546829,63.41959992,63.24369257,63.2666365,3037600
4/1/2016,63.40676498,63.45274892,63.25347546,63.34544917,3027400
4/4/2016,63.40676498,63.50639879,63.38376717,63.43741704,1452400
4/5/2016,63.52173233,63.60604012,63.52173233,63.58304815,2149200
4/6/2016,63.49103928,63.55235506,63.46038723,63.53702904,1833100
4/7/2016,63.69800568,63.72866358,63.6136979,63.67501371,1533400
4/8/2016,63.64433289,63.66732484,63.59068303,63.65965891,1402100
4/11/2016,63.63666534,63.66732324,63.56002353,63.60600745,1214400
4/12/2016,63.53705597,63.59837178,63.47574016,63.552382,2388000
4/13/2016,63.57542419,63.61374807,63.46046427,63.51411418,1749400
4/14/2016,63.52173233,63.59838003,63.49874036,63.57538221,1617200
4/15/2016,63.66737747,63.72102737,63.58306965,63.60606163,1181000
4/18/2016,63.64433289,63.64433289,63.5830171,63.62900101,1395400
4/19/2016,63.68267059,63.68267059,63.56771076,63.6443526,1163600
4/20/2016,63.50636292,63.72862822,63.50636292,63.69797033,2388600
4/21/2016,63.42972565,63.50636745,63.36840987,63.46038354,1683900
4/22/2016,63.40676498,63.52172482,63.39143311,63.47574089,5115300
4/25/2016,63.3301239,63.43742366,63.32246381,63.39910566,2483300
4/26/2016,63.23810577,63.36073147,63.18445594,63.36073147,1689600
4/27/2016,63.42972565,63.46804362,63.26877611,63.31476002,1456400
4/28/2016,63.54468536,63.59066927,63.41438788,63.44504577,1625800
4/29/2016,63.59069061,63.59835655,63.47572496,63.51404879,2856900
5/2/2016,63.47858047,63.57073048,63.45553711,63.57073048,2443700
5/3/2016,63.65517426,63.70893035,63.61677453,63.70124924,1765500
5/4/2016,63.67822647,63.74734482,63.60911399,63.69358871,2868300
5/5/2016,63.79346848,63.81650599,63.63988115,63.70899369,1270700
5/6/2016,63.76272202,63.81647814,63.71664701,63.79344064,1520600
5/9/2016,63.80880356,63.84720331,63.76272855,63.8241658,1373200
5/10/2016,63.80880356,63.86256555,63.76272855,63.80880356,1889300
5/11/2016,63.82413864,63.93933198,63.79342003,63.84717614,2381000
5/12/2016,63.83180618,63.87788116,63.78572534,63.81644395,1653300
5/13/2016,63.90093994,63.92397744,63.80878409,63.86254606,1397400
5/16/2016,63.76272202,63.85487789,63.75504089,63.85487789,3132000
5/17/2016,63.71665192,63.83952056,63.69361441,63.83952056,1735900
5/18/2016,63.41717148,63.67827109,63.3710906,63.67827109,1685900
5/19/2016,63.48627472,63.50163696,63.42483746,63.45555609,1464000
5/20/2016,63.48627472,63.56306837,63.44788083,63.47859946,2044000
5/23/2016,63.50163651,63.56306791,63.45555563,63.53235514,1310700
5/24/2016,63.47088242,63.50927629,63.40176407,63.50160103,2656800
5/25/2016,63.44789505,63.50932647,63.42485168,63.48628895,1474800
5/26/2016,63.55536652,63.60144151,63.48624816,63.5246479,1571700
5/27/2016,63.5323143,63.59374566,63.47087708,63.5860704,2045600
5/31/2016,63.5860672,63.65517968,63.43247416,63.478555,1361400
6/1/2016,63.60839844,63.70073689,63.56222334,63.66995545,1625600
6/2/2016,63.73151779,63.78538385,63.66226395,63.67765174,1503200
6/3/2016,64.13166046,64.15475094,64.00084374,64.03932201,1964500
6/6/2016,64.03162384,64.06240528,63.97006096,64.0470175,1603100
6/7/2016,64.03934479,64.10090769,64.02395113,64.08551403,1283100
6/8/2016,64.11631775,64.12401458,64.06245166,64.10092995,1374500
6/9/2016,64.17784882,64.23171488,64.1547642,64.23171488,1611200
6/10/2016,64.23937225,64.31632289,64.200894,64.24706321,1575300
6/13/2016,64.25479126,64.31635415,64.23940347,64.30096049,1681500
6/14/2016,64.24710083,64.347142,64.23171304,64.347142,1524200
6/15/2016,64.39328766,64.4471537,64.28555557,64.30094335,1345100
6/16/2016,64.46255493,64.57029291,64.40099792,64.5010332,1111400
6/17/2016,64.370224,64.43947785,64.3240489,64.41639323,1860800
6/20/2016,64.22399902,64.27786507,64.20861124,64.23939268,2347500
6/21/2016,64.13935852,64.25478746,64.12397074,64.23939967,1785100
6/22/2016,64.16243744,64.19321888,64.11626822,64.16243744,1337700
6/23/2016,64.04705811,64.15479028,64.03936127,64.07783369,1152800
6/24/2016,64.40872192,64.578017,64.3856373,64.51645409,2030400
6/27/2016,64.73193359,64.77040602,64.64728604,64.76271506,2465500
6/28/2016,64.80886078,64.8319454,64.73191009,64.8319454,2971800
6/29/2016,64.78574371,64.8934758,64.73956863,64.88577897,2425700
6/30/2016,64.87038422,64.95503168,64.78573675,64.80112453,3362300
7/1/2016,65.05083466,65.13564716,64.95059848,65.10480572,2531600
7/5/2016,65.27441406,65.31296145,65.14333648,65.22814896,3193800
7/6/2016,65.39009094,65.39009094,65.25130735,65.33611987,1936800
7/7/2016,65.2821579,65.3592586,65.21276903,65.2821579,2032500
7/8/2016,65.45175934,65.47488895,65.28984616,65.3823705,1748000
7/11/2016,65.25898743,65.41318873,65.23585782,65.39005912,2617100
7/12/2016,64.99682617,65.17415704,64.94285514,65.17415704,1775400
7/13/2016,65.1124649,65.17414775,65.09704713,65.15872998,1352500
7/14/2016,65.01228333,65.06625439,64.95060043,64.99686554,1621500
7/15/2016,64.80407715,64.96599025,64.76552389,64.96599025,2233900
7/18/2016,64.82724762,64.92747792,64.76556472,64.91976609,2155800
7/19/2016,64.92749786,64.94292154,64.85039715,64.8966564,1559600
7/20/2016,64.85809326,64.88893471,64.80412219,64.88893471,1688100
7/21/2016,64.93521881,64.94293065,64.72704039,64.804147,2076000
7/22/2016,64.94290161,64.98144901,64.83495359,64.87350688,1612000
7/25/2016,64.9043045,64.98140514,64.87346307,64.94285776,1204600
7/26/2016,64.89662933,64.97373001,64.8503701,64.97373001,2385100
7/27/2016,65.08937836,65.08937836,64.91975335,64.93517701,1575400
7/28/2016,65.05083466,65.11251167,64.9737281,65.04312282,1418900
7/29/2016,65.25898743,65.25898743,65.10478612,65.14333351,2757900
8/1/2016,65.05431366,65.23199696,65.04658676,65.08521536,3705700
8/2/2016,64.99248505,65.08519011,64.93068756,65.03111363,4575700
8/3/2016,64.99248505,65.03111363,64.87661108,64.99248505,3472400
8/4/2016,65.10835266,65.18560392,65.07745098,65.10062577,1202000
8/5/2016,64.89202881,65.08515985,64.87658092,65.08515985,2018700
8/8/2016,64.89981079,64.94616039,64.79937879,64.86118219,1843100
8/9/2016,65.08518982,65.08518982,64.93068728,64.93840828,2262700
8/10/2016,65.17014313,65.19331791,65.08516499,65.13151456,1672200
8/11/2016,65.00021362,65.19334476,64.95386404,65.19334476,1760100
8/12/2016,65.14700317,65.25515615,65.13154938,65.20880656,1606000
8/15/2016,65.03881836,65.13924439,65.03109147,65.06199314,1942500
8/16/2016,65.00797272,65.06977612,64.97707101,65.06204923,2163100
8/17/2016,65.10835266,65.15470224,65.00792662,65.0388283,2024600
8/18/2016,65.17787933,65.20878101,65.0774474,65.13925076,1750900
8/19/2016,65.04656219,65.09291767,64.95386302,65.06201599,1995100
8/22/2016,65.13925934,65.16243413,65.06973497,65.11608455,1388100
8/23/2016,65.17014313,65.23966748,65.13924145,65.23194648,1668300
8/24/2016,65.16242981,65.23968107,65.13925502,65.22423317,2083300
8/25/2016,65.09294128,65.18564049,65.08521439,65.13929089,1737800
8/26/2016,64.93066406,65.27057072,64.93066406,65.18559258,2874500
8/29/2016,65.15473938,65.15473938,65.03113848,65.06976707,1446800
8/30/2016,65.10063171,65.17016198,65.06973592,65.17016198,4750700
8/31/2016,65.05431366,65.16246666,65.05431366,65.12384396,1911900
9/1/2016,65.14408875,65.16730931,64.94283397,64.94283397,3108600
9/2/2016,65.05119324,65.12085494,64.97378938,65.12085494,1797500
9/6/2016,65.24468231,65.29112343,65.03568548,65.09761091,4316100
9/7/2016,65.25240326,65.32980706,65.23691896,65.32980706,1849500
9/8/2016,65.00474548,65.18277374,64.91959948,65.15181102,3475600
9/9/2016,64.71836853,64.87317628,64.6874058,64.79577241,2888900
9/12/2016,64.741539,64.77250171,64.64091463,64.67187734,3191000
9/13/2016,64.55580902,64.84220391,64.470663,64.84220391,2669800
9/14/2016,64.64096832,64.71063004,64.55582228,64.5713007,2124500
9/15/2016,64.69514465,64.71836522,64.55581532,64.60999862,1817200
9/16/2016,64.74931335,64.78027608,64.6719095,64.74931335,1307800
9/19/2016,64.70284271,64.76476814,64.67962216,64.74154758,1558100
9/20/2016,64.71836853,64.8344773,64.71836853,64.75707342,1260900
9/21/2016,64.90414429,64.90414429,64.65644832,64.67193264,1979800
9/22/2016,65.03572083,65.09764628,64.9505807,64.97380127,1473900
9/23/2016,65.02018738,65.08211278,65.00470898,65.04340793,1441500
9/26/2016,65.12859344,65.15181401,65.05893175,65.08215232,1709200
9/27/2016,65.20598602,65.22920658,65.12084003,65.22147033,2458100
9/28/2016,65.20598602,65.25243305,65.1595449,65.20598602,2284600
9/29/2016,65.21372986,65.26017098,65.1053633,65.12858386,2886200
9/30/2016,65.12859344,65.23696002,65.03570528,65.21373945,1663600
10/3/2016,65.0595932,65.15265948,65.02081411,65.10612338,1509200
10/4/2016,64.84244537,65.02857201,64.83468837,65.02081501,1815500
10/5/2016,64.73384094,64.88894542,64.71057586,64.88119433,2666100
10/6/2016,64.71060944,64.8036698,64.66407334,64.72611752,1148500
10/7/2016,64.76489258,64.78040067,64.60978212,64.77264366,1783300
10/10/2016,64.69506073,64.70281773,64.6097515,64.66403865,1425500
10/11/2016,64.59423828,64.70281259,64.58648128,64.66403351,1476700
10/12/2016,64.63299561,64.6485096,64.54769232,64.60197945,1286400
10/13/2016,64.71060944,64.78816171,64.70285243,64.77264771,1625500
10/14/2016,64.57870483,64.72605817,64.57095376,64.63299197,1379900
10/17/2016,64.71833801,64.73385201,64.5864986,64.62527768,1008900
10/18/2016,64.80361938,64.81137638,64.65627195,64.66402303,1167300
10/19/2016,64.85019684,64.85019684,64.75713057,64.76488757,1546400
10/20/2016,64.81140137,64.89671061,64.78037929,64.85793153,1283200
10/21/2016,64.86565399,64.87341099,64.78034479,64.83463193,1018800
10/24/2016,64.77259827,64.87342148,64.71831112,64.87342148,1453900
10/25/2016,64.77259827,64.83464241,64.72606812,64.74158211,1462100
10/26/2016,64.65633392,64.71837221,64.63306291,64.67184201,1144500
10/27/2016,64.47788239,64.52441252,64.3848162,64.50114745,1848200
10/28/2016,64.44689178,64.50893594,64.42362671,64.43913479,1574400
10/31/2016,64.51670837,64.56323854,64.47792929,64.53221646,1664700
11/1/2016,64.49573517,64.55012892,64.36363689,64.41025842,1623500
11/2/2016,64.55787659,64.6511196,64.49571062,64.54233213,3138400
11/3/2016,64.51901245,64.59671693,64.50347393,64.5423232,2335700
11/4/2016,64.63558197,64.68220348,64.55787748,64.55787748,1047000
11/7/2016,64.55014801,64.62008625,64.54237578,64.62008625,1290000
11/8/2016,64.4335556,64.59673684,64.41801707,64.58897054,2509100
11/9/2016,63.79637146,64.19267215,63.73420548,64.10719541,3448800
11/10/2016,63.52439117,63.79635986,63.51661895,63.71088314,2836000
11/11/2016,63.40783691,63.5865626,63.38452616,63.50108587,1580900
11/14/2016,63.16695404,63.33013527,63.10478807,63.28351376,2079400
11/15/2016,63.25239563,63.35341083,63.22908489,63.27570637,2098100
11/16/2016,63.38452148,63.39229371,63.26796178,63.30681699,1629100
11/17/2016,63.12810135,63.31459927,63.11256282,63.28351629,1762200
11/18/2016,62.97268295,63.21356866,62.94159997,63.15917492,1561600
11/21/2016,62.96490479,63.05815373,62.94159403,63.01929852,2074000
11/22/2016,63.01930237,63.11255131,62.99599161,63.08924056,1866900
11/23/2016,62.85616302,62.9416398,62.70852024,62.85616302,1642900
11/25/2016,62.87940216,62.93379587,62.80169771,62.87163587,942700
11/28/2016,63.02706528,63.05037603,62.94158857,62.9493608,1352600
11/29/2016,63.07369995,63.12809369,62.94160172,62.94937394,1583600
11/30/2016,62.85616302,62.9727228,62.78623072,62.88724603,2372200
12/1/2016,62.62254715,62.69261802,62.4979688,62.66147937,2998200
12/2/2016,62.84835434,62.96514508,62.76270819,62.77049582,1951400
12/5/2016,62.92621994,62.99629677,62.70821369,62.75492762,2479500
12/6/2016,62.91839981,62.97290134,62.88725523,62.94954439,2337800
12/7/2016,63.06638336,63.1130973,62.98852482,63.01188179,4273100
12/8/2016,62.94176865,62.9884885,62.89505473,62.98070087,2323000
12/9/2016,62.75489807,62.94954726,62.70039654,62.91062099,2697000
12/12/2016,62.6848259,62.74710912,62.62253673,62.67703827,3464800
12/13/2016,62.75489807,62.83275656,62.66147026,62.79383029,4372500
12/14/2016,62.43569565,62.89506503,62.42790801,62.8794957,2971300
12/15/2016,62.34225845,62.49019378,62.33447082,62.44347392,2651200
12/16/2016,62.39673233,62.49794775,62.31108623,62.40451996,3080100
12/19/2016,62.56023026,62.59916246,62.47458416,62.55244263,2936800
12/20/2016,62.56804276,62.57583039,62.44346441,62.4668273,5853400
12/21/2016,62.66145706,62.67702638,62.59138028,62.63031248,2752300
12/22/2016,62.61855698,62.66539019,62.57952533,62.57952533,2851500
12/23/2016,62.64978409,62.72784143,62.64978409,62.72784143,2096800
12/27/2016,62.60296249,62.60296249,62.54052017,62.54832174,2178300
12/28/2016,62.75902939,62.8136701,62.58729975,62.63413294,4097100
12/29/2016,62.93078613,62.95420274,62.82150467,62.86833788,3115800
12/30/2016,63.06345367,63.09467778,62.93075567,62.93855723,2338200
1/3/2017,63.07128525,63.10250341,62.83710731,62.87613895,3312600
1/4/2017,63.11809921,63.13370829,63.03223439,63.10248418,3095000
1/5/2017,63.43816757,63.44597509,63.14935481,63.21180307,3890400
1/6/2017,63.18837357,63.32887915,63.18837357,63.30546254,2287900
1/9/2017,63.3445015,63.3679181,63.29766233,63.36011058,1785900
1/10/2017,63.32888794,63.36791959,63.2742472,63.33669546,2250700
1/11/2017,63.36009979,63.56305361,63.27423494,63.33668319,2327600
1/12/2017,63.37571716,63.55524843,63.34449304,63.51622274,2981200
1/13/2017,63.27423477,63.34449054,63.15715176,63.32107393,2425000
1/17/2017,63.46938324,63.53963901,63.39132591,63.49279984,2188600
1/18/2017,63.14156723,63.39135438,63.13375971,63.39135438,1981700
1/19/2017,63.03225708,63.10250689,62.94639223,63.05567368,2121300
1/20/2017,63.07906723,63.11029134,62.93076014,62.96978581,1836300
1/23/2017,63.25079727,63.37569372,63.08687515,63.08687515,1490200
1/24/2017,63.15719604,63.26647757,63.08694023,63.20402928,2136000
1/25/2017,62.96979904,63.0634714,62.93077336,63.02443976,1897400
1/26/2017,62.99320984,63.01663239,62.85270429,62.93076756,2381600
1/27/2017,63.06345367,63.10247935,63.02442205,63.02442205,1768700
1/30/2017,63.04787445,63.14154683,63.03226536,63.05568197,2699500
1/31/2017,63.18058395,63.24302626,63.07130247,63.07130247,2857600
