Date,Open_TSLA,High_TSLA,Low_TSLA,Close_TSLA,Volume_TSLA,Open_BND,High_BND,Low_BND,Close_BND,Volume_BND,Open_SPY,High_SPY,Low_SPY,Close_SPY,Volume_SPY,Return_TSLA,LogReturn_TSLA,RollingMean_TSLA,RollingStd_TSLA,Volatility_TSLA,Return_BND,LogReturn_BND,RollingMean_BND,RollingStd_BND,Volatility_BND,Return_SPY,LogReturn_SPY,RollingMean_SPY,RollingStd_SPY,Volatility_SPY
2015-08-13,16.1673336,16.43199921,15.94133282,15.99066734,70338000,61.45487976,61.58294077,61.43228144,61.52267473,845500,175.8949585,176.6452048,175.3470177,175.95396,89383300,0.02068087362893567,0.020469927767311574,17.403911017666665,0.8056350253360449,0.37494599537837076,-0.003051546475401623,-0.0030562119370135346,61.25980214799999,0.24879580847485763,0.03747290357543269,0.007822206554428668,0.007791771705494876,176.51959615666664,1.6285139865494103,0.09868358592369426
2015-08-14,16.20999908,16.52866745,16.11800003,16.48266792,65472000,61.43228149,61.52267479,61.40214848,61.43228149,2279800,176.5356293,176.6114939,175.5577763,175.7010803,72786500,0.030767982945232086,0.03030413891907509,17.330666604666664,0.7852460336892735,0.37272200914991926,-0.001469267069364233,-0.0014703475006492086,61.27631137833334,0.24300244698988932,0.037380142743853984,-0.001437192433747958,-0.0014382261853791664,176.52971128,1.622235147897546,0.09868633580155635
2015-08-17,16.99933243,17.1060009,16.70066643,17.03733253,107650500,61.54525375,61.60551977,61.51512649,61.57538676,821900,177.5218964,177.5218964,175.4734757,175.9371139,79072600,0.0336513853638325,0.033097567752242,17.278844387333333,0.7496262918315164,0.3880393349800464,0.002329479982333016,0.002326770950114173,61.288067782666666,0.24878188930791809,0.03554764280651768,0.0013433816092478512,0.0013424800794825007,176.61232105666664,1.5203655436972736,0.09286342001067437
2015-08-18,17.3813324,17.39666748,16.90399933,17.0253334,62925000,61.43228149,61.51514585,61.40967742,61.46994345,1083900,177.0076904,177.5977697,176.7716587,177.2437221,71692700,-0.0007042845456511904,-0.0007045326705189918,17.235244432,0.7237722691586248,0.38664576560056263,-0.001712426272058698,-0.001713894149921747,61.29004554166667,0.25002241801156444,0.03488311860010452,0.007426563793371477,0.007399122647014579,176.7050488633333,1.4686397804836142,0.09378828747563243
2015-08-19,17.01666641,17.37666702,17.00133324,17.35533333,54064500,61.65076828,61.67337236,61.33438007,61.3720478,1356600,175.6083374,177.0329526,174.7906517,176.2574181,172946000,0.019382876226083257,0.019197420887959643,17.237488872666667,0.7240458569715459,0.3526042824123622,-0.0015925775184685298,-0.001593847018074749,61.290011981000006,0.2500109587417845,0.03515572256605761,-0.005564676640245403,-0.005580217131989038,176.78007320999998,1.3809110198114412,0.09503768902214482
2015-08-20,16.14533234,16.97066689,16.12666702,16.80400085,73587000,61.70348358,61.74868024,61.65074648,61.67335056,1536900,171.9414368,175.5830784,171.8824224,174.0825854,194327900,-0.031767323019200044,-0.0322828518076891,17.221888922333335,0.7283057766672464,0.3649169006240153,0.004909446088256608,0.0048974340567148,61.302025796666676,0.2596251876368563,0.03776305857185136,-0.01233895698373444,-0.012415713967749353,176.76518151666667,1.4081598730682539,0.1016830908499143
2015-08-21,15.3846674,16.25333214,15.36733341,15.73333263,98853000,61.80139542,61.83905737,61.67333442,61.74866408,3459200,166.7654877,171.9160575,166.5041679,170.0530799,346588500,-0.06371507771019913,-0.06583544467031979,17.163622250666666,0.7752438636310518,0.4081305112319332,0.0012211679650309115,0.0012204229458988183,61.330081748999994,0.2609377477495781,0.03179488499447235,-0.02314709131152415,-0.023419192328537845,176.60894797333333,1.8356953214674618,0.12198560807845932
2015-08-24,14.59133339,15.42666721,13.0,13.51933289,143724000,61.78630829,62.09516727,61.71851334,61.99723932,4751800,159.7435303,166.4704574,153.7584113,158.0491576,507244300,-0.14072032874830287,-0.1516608322781915,17.031488894,1.0185171994261608,0.5920352444762912,0.0040255970506171135,0.004017516014879442,61.370433516333335,0.26752630515579473,0.03254431844532205,-0.07058926722796743,-0.07320451433248391,176.00481525,3.8553596422639473,0.24014202468293333
2015-08-25,14.66866684,15.39333344,14.6079998,15.36800003,64909500,61.5829277,61.71098868,61.46993036,61.71098868,5325500,157.8637543,164.7592758,157.5687082,164.7424128,369833100,0.13674248241697073,0.12816670047654602,16.961311116333334,1.0587592337170222,0.712475338508769,-0.004617151394798569,-0.004627843361948019,61.397734594666666,0.25865809744703666,0.03577910878821344,0.04234919882926347,0.041477010826321055,175.60327799666666,4.364593735091991,0.27291552904377137
2015-08-26,14.98933315,15.19999981,14.36733341,15.19533253,74445000,61.31927872,61.5754007,61.28161101,61.42474139,2742500,163.9247131,164.2028832,158.7909922,161.9184311,339257000,-0.011235521841679752,-0.011299117116637279,16.875066628666666,1.0943282241313568,0.709695689453407,-0.004638514081897527,-0.004649305371638875,61.41524449466667,0.2409360103100651,0.038706464126302166,-0.01714180126418552,-0.017290422815477983,175.07922818666665,5.008024359374617,0.2753824034353534
2015-08-27,16.19933319,16.31666756,15.38733292,15.39999962,114840000,61.40213013,61.48499446,61.2815981,61.29666748,2671000,167.9794617,168.1059026,164.5569887,166.0827698,274143900,0.013469076086089382,0.013379174442531908,16.801244353,1.1171761569572143,0.7115983965463666,-0.0020850541182880766,-0.002087230869915794,61.426981821333335,0.22528347987333394,0.039281509519221186,0.02571874413375541,0.02539358064388092,174.66195638333332,5.221439164830011,0.2866070910079286
2015-08-28,16.56533241,16.76333237,16.10466766,16.12400055,82705500,61.43228149,61.57540613,61.40214848,61.53774417,2723900,167.987915,168.4599786,166.8414695,167.3303961,160414400,0.047013048562659865,0.04594139462130301,16.73315544,1.0930752095633574,0.7194076744093217,0.003932949374101824,0.003925235547490311,61.442244592,0.21628634004005343,0.04034399740063227,0.007512075463953494,0.007484000339036876,174.2744734466667,5.322229367510701,0.2877832572578902
2015-08-31,16.60400009,16.99666786,16.36733246,16.37466621,70503000,61.34941864,61.54527462,61.34188395,61.53021099,3103700,166.630661,167.8614087,166.0742951,167.0015716,163298800,0.015546120779560413,0.01542651782585779,16.667866578333335,1.051922038021713,0.7206344988783786,-0.00012241560202774782,-0.00012242309542910345,61.458760651,0.20257817123476005,0.0402522292284839,-0.0019651211475258945,-0.0019670545313923574,173.86310136,5.393446413259089,0.2874828365064549
2015-09-01,15.90866661,16.39999962,15.79800034,16.02266693,81822000,61.49885178,61.5516921,61.40071564,61.43846119,2577700,161.6571198,164.1860416,160.7804196,162.7951269,256000400,-0.02149657742550104,-0.02173099437542537,16.601844404666668,1.0270766305483592,0.7213276053279816,-0.0014911341684642476,-0.0014922470154254228,61.47397225833333,0.18159986468437148,0.0404470480629526,-0.025188054577565344,-0.025510703077162748,173.32050652333334,5.6632928584805375,0.29516688723237566
2015-09-02,16.5126667,16.5253334,15.98533344,16.35333252,69438000,61.45357895,61.52151405,61.39318835,61.43847842,1934700,164.7255402,164.7676914,162.2050435,164.0595835,160269300,0.020637362771417145,0.020427297611220047,16.566355513,1.0162400492824117,0.7191861395338505,2.804432219782882e-07,2.804431826540952e-07,61.484170901333336,0.1699823539409457,0.039901308217869594,0.007767164927342751,0.007737155792275276,172.86221024666665,5.84110137415034,0.29658397978502266
2015-09-03,16.37133217,16.80533218,16.33333206,16.80400085,62922000,61.49885178,61.57433712,61.44601146,61.53659157,2503000,164.8435516,166.9509864,164.3462001,165.4420559,152087800,0.027558195214879788,0.027185303463114974,16.527266628,0.9821024027453609,0.7175123248311607,0.0015969332659784286,0.0015956595239241663,61.49689032833333,0.1583832884131042,0.040113289611640165,0.008426648236614653,0.008391342238524072,172.43313528,5.899286009512246,0.2979155260347531
2015-09-04,16.12866783,16.27266693,15.88000011,16.0593338,55338000,61.64984512,61.67249016,61.50642464,61.60455505,1213800,162.3483887,163.4189694,161.5222776,162.5675702,207081000,-0.0443148662421069,-0.04532677817482765,16.4684,0.9541426214167344,0.7281628673621124,0.0011044401106079516,0.0011038306653182652,61.505860475666665,0.15653442115747407,0.03936866082171674,-0.017374576762618776,-0.017527286147147852,171.94280747,6.090964128633997,0.30096570618714036
2015-09-08,16.54466629,16.61066628,16.27000046,16.33666611,47073000,61.49885178,61.53659157,61.45356172,61.53659157,1194600,166.4283295,166.5800715,164.5232131,165.1723066,116025700,0.01726922881446047,0.01712181046316594,16.42977777966667,0.9343865560444123,0.7290590724377038,-0.0011032216683464213,-0.0011038306653181485,61.510059306,0.15557831384574922,0.0393925955777575,0.01602248466158107,0.01589547948383496,171.63371781333333,6.1940130078104385,0.30303626587940974
2015-09-09,16.59399986,16.95000076,16.55333328,16.80333328,50862000,61.48377228,61.57435818,61.29505597,61.3101565,4265400,164.2029266,168.1480523,163.8320288,168.0216113,149347700,0.02856563064077955,0.028165240073789188,16.421555581,0.9298147713727061,0.7307133242614303,-0.0036796817019418837,-0.003686468384324832,61.50871548933333,0.15717026453556687,0.04077516602684666,0.017250498940480252,0.01710339837924733,171.39572002333333,6.1909571914654,0.3075539192069388
2015-09-10,16.56533241,16.71466637,16.35533333,16.48200035,40635000,61.35546875,61.46869973,61.35546875,61.46869973,1889000,165.0964661,166.2513363,163.7477025,164.0090224,158611100,-0.019123165900807537,-0.019308378675977823,16.383688925,0.9021290431487397,0.7256887574923445,0.0025859211434242635,0.0025825834021964062,61.513658977999995,0.15332811423404027,0.041435702949902634,-0.0238813856679162,-0.024171168875393032,170.97648173666667,6.252889747555129,0.31307578946882714
2015-09-11,16.68266678,16.68266678,16.31533241,16.50933266,35262000,61.48377228,61.54416288,61.46112724,61.51396758,1411500,165.8466797,165.9141191,163.9837018,164.7002347,119691200,0.001658312669553963,0.0016569391873312899,16.350244457,0.8770818988769066,0.725681820755749,0.0007364374095895077,0.0007361663726200656,61.522366403,0.14520201539011107,0.041321705125628744,0.004214477288415397,0.004205621252663214,170.56117441666666,6.241816705322061,0.3132409095520508
2015-09-14,16.8793335,16.95000076,16.64466667,16.73999977,43363500,61.49885178,61.56678686,61.47620675,61.55924236,905900,165.2312927,166.0742665,164.7423664,166.0236902,79452000,0.013971922109176527,0.013875214557973428,16.31357777766667,0.8346196920583137,0.7246668521007958,0.0007360081259775164,0.0007357374048239324,61.525065403999996,0.14510663661076262,0.03999452340384756,0.008035541068964758,0.008003428024581897,170.15457912666665,6.12174144594319,0.3137681174529154
2015-09-15,16.9046669,16.97333336,16.63333321,16.85000038,44002500,61.24225998,61.44607697,61.1894196,61.4385267,1697300,167.2966461,167.7434214,165.1892109,165.7371389,113806200,0.006571123746198282,0.0065496280285161365,16.283488908,0.7963434457121391,0.7250447744415339,-0.001960967279195147,-0.0019628924927958214,61.521508055666665,0.14590078658642627,0.040278658125777994,-0.0017259663344117993,-0.0017274575303886136,169.76540581666666,6.0146111378058045,0.31370376227678537
